NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
ORIENTBELL,530365,INE607D01018,Orient Bell Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,37.3283333333333331438552704639732837677001953125
ORIENTCEM,535754,INE876N01018,Orient Cement Ltd.,Cement & Cement Products,18,Cement and Construction ,26,75.5824999999999960209606797434389591217041015625
ORIENTHOT,500314,INE750A01020,Oriental Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,47.8405555555555537239342811517417430877685546875
ORIENTLTD,526325,INE609C01024,Orient Press Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,45.46666583333333022665101452730596065521240234375
ORIENTPPR,502420,INE592A01026,Orient Paper & Industries Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,44.6580555555555491764607722871005535125732421875
RHIM,534076,INE743M01012,RHI Magnesita India Ltd.,Other Industrial Goods,89,General Industrials,24,45.7205555555555491764607722871005535125732421875
ORISSAMINE,590086,INE725E01024,The Orissa Minerals Development Company Ltd.,Mining,77,Metals & Mining,13,
PAEL,517230,INE766A01018,PAE Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,
PAGEIND,532827,INE761H01022,Page Industries Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,57.371945277777768978921812959015369415283203125
PANACEABIO,531349,INE922B01023,Panacea Biotec Ltd.,Biotechnology,12,Pharmaceuticals & Biotechnology,17,36.8155547222222168102234718389809131622314453125
PANAMAPET,524820,INE305C01029,Panama Petrochem Ltd.,Refineries/Petro-Products,104,Oil & Gas,12,54.069723055555556356921442784368991851806640625
PANCARBON,508941,INE013E01017,Panasonic Carbon India Co. Ltd.,Other Industrial Goods,89,General Industrials,24,66.437777777777768051237217150628566741943359375
PANCHSHEEL,531726,INE316G01019,Panchsheel Organics Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,52.1327769444444442115127458237111568450927734375
HUHTAMAKI,509820,INE275B01026,Huhtamaki India Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,74.5152777777777686196714057587087154388427734375
PARACABLES,530555,INE074B01023,Paramount Communications Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,47.42861194444444805640159756876528263092041015625
PARASPETRO,521246,INE162C01024,Paras Petrofils Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
PARSVNATH,532780,INE561H01026,Parsvnath Developers Ltd.,Realty,103,Realty,18,
PATELENG,531120,INE244B01030,Patel Engineering Ltd.,Construction & Engineering,26,Cement and Construction ,26,68.9013888888888885730921174399554729461669921875
PATINTLOG,526381,INE529D01014,Patel Integrated Logistics Ltd.,Surface Transportation,113,Transportation,9,69.1719452777777661367508699186146259307861328125
PATSPINLTD,514326,INE790C01014,Patspin India Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
PBAINFRA,532676,INE160H01019,PBA Infrastructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,
PCJEWELLER,534809,INE785M01013,PC Jeweller Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,34.3372222222222234222499537281692028045654296875
3PLAND,516092,INE105C01023,3P Land Holdings Ltd.,Realty,103,Realty,18,
AMJLAND,500343,INE606A01024,AMJ Land Holdings Ltd.,Realty,103,Realty,18,66.12916666666666287710540927946567535400390625
PEARLPOLY,523260,INE844A01013,Pearl Polymers Ltd.,Plastic Products,101,General Industrials,24,
PEL,500302,INE140A01024,Piramal Enterprises Ltd.,Finance (including NBFCs),44,Banking and Finance,21,44.111111944444445498447748832404613494873046875
PENIND,513228,INE932A01024,Pennar Industries Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,64.7608341666666689206977025605738162994384765625
PENINLAND,503031,INE138A01028,Peninsula Land Ltd.,Realty,103,Realty,18,59.20527777777777345136200892738997936248779296875
PKTEA,,INE431F01018,The Peria Karamalai Tea & Produce Company Ltd.,Tea & Coffee,114,Food Beverages & Tobacco,4,66.080834166666676310342154465615749359130859375
PERSISTENT,533179,INE262H01021,Persistent Systems Ltd.,IT Consulting & Software,70,Software & Services,1,61.4752777777777765777500462718307971954345703125
PETRONET,532522,INE347G01014,Petronet LNG Ltd.,Oil Marketing & Distribution,83,Oil & Gas,12,67.2966666666666668561447295360267162322998046875
PFC,532810,INE134E01011,Power Finance Corporation Ltd.,Financial Institutions,45,Banking and Finance,21,62.4441666666666748142233700491487979888916015625
PFIZER,500680,INE182A01018,Pfizer Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,51.461666666666673108920804224908351898193359375
PFOCUS,532748,INE367G01038,Prime Focus Ltd.,Movies & Entertainment,79,Media,3,30.38861111111111057425659964792430400848388671875
ABFRL,535755,INE647O01011,Aditya Birla Fashion and Retail Ltd.,Department Stores,34,Retailing,6,33.194722222222225127552519552409648895263671875
PFS,533344,INE560K01014,PTC India Financial Services Ltd.,Finance (including NBFCs),44,Banking and Finance,21,74.9308324999999939564077067188918590545654296875
PGEL,533581,INE457L01029,PG Electroplast Ltd.,Consumer Electronics,29,Consumer Durables,23,63.10694527777777551591498195193707942962646484375
PGHH,500459,INE179A01014,Procter & Gamble Hygiene & Healthcare Ltd.,Personal Products,97,FMCG,7,44.1441666666666634455395978875458240509033203125
PGIL,532808,INE940H01022,Pearl Global Industries Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,68.3527777777777743040132918395102024078369140625
PCBL,506590,INE602A01031,PCBL Ltd.,Carbon Black,16,Chemicals & Petrochemicals,2,53.60472305555555294631631113588809967041015625
PHOENIXLTD,503100,INE211B01039,Phoenix Mills Ltd.,Realty,103,Realty,18,47.92222305555555550427015987224876880645751953125
PIDILITIND,500331,INE318A01026,Pidilite Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,54.0452777777777697565397829748690128326416015625
PIIND,523642,INE603J01030,PI Industries Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,60.6136102777777665551184327341616153717041015625
PILANIINVS,539883,INE417C01014,Pilani Investment and Industries Corporation Ltd.,Holding Companies,55,Diversified,11,42.465000833333334639974054880440235137939453125
PILITA,500327,INE600A01035,Pil Italica Lifestyle Ltd.,Plastic Products,101,General Industrials,24,67.41055638888889234294765628874301910400390625
PIONEEREMB,514300,INE156C01018,Pioneer Embroideries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,52.49972305555555607270434848032891750335693359375
PITTIENG,513519,INE450D01021,Pitti Engineering Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,57.85833416666667261551992851309478282928466796875
PLASTIBLEN,523648,INE083C01022,Plastiblends India Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,70.2847213888888830979340127669274806976318359375
PNB,532461,INE160A01022,Punjab National Bank,Banks,11,Banking and Finance,21,55.008055555555557702973601408302783966064453125
PNBGILTS,532366,INE859A01011,PNB Gilts Ltd.,Finance (including NBFCs),44,Banking and Finance,21,53.6774991666666636547233792953193187713623046875
PNC,532387,INE392B01011,Pritish Nandy Communications Ltd.,Movies & Entertainment,79,Media,3,67.46861027777777053415775299072265625
POLYMED,531768,INE205C01021,Poly Medicure Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,61.611945277777778073868830688297748565673828125
POLYPLEX,524051,INE633B01018,Polyplex Corporation Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,64.812777777777768051237217150628566741943359375
POCL,532626,INE063E01053,Pondy Oxides & Chemicals Ltd.,Other Non-Ferrous Metals,93,Metals & Mining,13,52.192223055555558630658197216689586639404296875
PONNIERODE,532460,INE838E01017,Ponni Sugars (Erode) Ltd.,Sugar,112,Food Beverages & Tobacco,4,67.061110277777771671026130206882953643798828125
POWERGRID,532898,INE752E01010,Power Grid Corporation of India Ltd.,Electric Utilities,39,Utilities,28,58.2558341666666734681712114252150058746337890625
PPAP,532934,INE095I01015,PPAP Automotive Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,37.7991658333333333530390518717467784881591796875
PRAENG,531746,INE505C01016,Prajay Engineers Syndicate Ltd.,Realty,103,Realty,18,40.73416583333332852134844870306551456451416015625
PRAJIND,522205,INE074A01025,Praj Industries Ltd.,Industrial Machinery,62,General Industrials,24,57.49249916666666848641398246400058269500732421875
PRAKASH,506022,INE603A01013,Prakash Industries Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,80.912499999999994315658113919198513031005859375
SETUINFRA,533605,INE023M01027,Setubandhan Infrastructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,
PRAKASHSTL,533239,INE696K01024,Prakash Steelage Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,66.3327777777777782830526120960712432861328125
PRECOT,521184,INE283A01014,Precot Ltd.,Textiles,119,Textiles Apparels & Accessories,8,64.74499916666667331810458563268184661865234375
PRECWIRE,523539,INE372C01037,Precision Wires India Ltd.,Other Industrial Products,90,General Industrials,24,56.91222305555555749378982000052928924560546875
PREMIER,500540,INE342A01018,Premier Ltd.,Other Industrial Products,90,General Industrials,24,
PREMIERPOL,514354,INE309M01012,Premier Polyfilm Ltd.,Plastic Products,101,General Industrials,24,72.815556388888893479816033504903316497802734375
PRESTIGE,533274,INE811K01011,Prestige Estates Projects Ltd.,Realty,103,Realty,18,62.2052777777777663459346513263881206512451171875
PRICOLLTD,540293,INE726V01018,Pricol Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,67.947499999999990905052982270717620849609375
PRIMESECU,500337,INE032B01021,Prime Securities Ltd.,Other Financial Services,87,Banking and Finance,21,64.3636102777777665551184327341616153717041015625
PRSMJOHNSN,500338,INE010A01011,Prism Johnson Ltd.,Cement & Cement Products,18,Cement and Construction ,26,64.425277777777779419920989312231540679931640625
PRITHVISOF,531688,INE621B01021,Prithvi Exchange (India) Ltd.,Other Financial Services,87,Banking and Finance,21,75.35638888888888686778955161571502685546875
PROZONER,534675,INE195N01013,Prozone Realty Ltd.,Realty,103,Realty,18,48.6091666666666668561447295360267162322998046875
PSB,533295,INE608A01012,Punjab & Sind Bank,Banks,11,Banking and Finance,21,46.008055555555557702973601408302783966064453125
PTC,532524,INE877F01012,PTC India Ltd.,Electric Utilities,39,Utilities,28,74.016388888888883457184419967234134674072265625
PTL,509220,INE034D01049,PTL Enterprises Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,54.518888055555549954078742302954196929931640625
PUNJABCHEM,506618,INE277B01014,Punjab Chemicals and Crop Protection Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,48.10722305555555777800691430456936359405517578125
PURVA,532891,INE323I01011,Puravankara Ltd.,Realty,103,Realty,18,57.3274991666666693390652653761208057403564453125
PVP,517556,INE362A01016,PVP Ventures Ltd.,Realty,103,Realty,18,
PVRINOX,532689,INE191H01014,PVR INOX Ltd.,Movies & Entertainment,79,Media,3,44.7869444444444440023289644159376621246337890625
QUINTEGRA,532866,INE033B01011,Quintegra Solutions Ltd.,IT Consulting & Software,70,Software & Services,1,
RADAAN,590070,INE874F01027,Radaan Mediaworks (I) Ltd.,Movies & Entertainment,79,Media,3,
RADICO,532497,INE944F01028,Radico Khaitan Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,52.12249916666666393894047359935939311981201171875
RAIN,500339,INE855B01025,Rain Industries Ltd.,Petrochemicals,98,Chemicals & Petrochemicals,2,45.8277769444444373903024825267493724822998046875
RAJESHEXPO,531500,INE343B01030,Rajesh Exports Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,44.30361194444444805640159756876528263092041015625
ROML,533093,INE294G01026,Raj Oil Mills Ltd.,Edible Oils,37,FMCG,7,
RAJPALAYAM,532503,INE296E01026,Rajapalayam Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,47.61277694444444108512470847927033901214599609375
RAJRILTD,530699,INE533D01032,Raj Rayon Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,57.83944527777777011579019017517566680908203125
RAJSREESUG,500354,INE562B01019,Rajshree Sugars & Chemicals Ltd.,Sugar,112,Food Beverages & Tobacco,4,65.3261102777777722394603188149631023406982421875
RAJTV,532826,INE952H01027,Raj Television Network Ltd.,Broadcasting & Cable TV,15,Media,3,53.12444527777777381061241612769663333892822265625
RALLIS,500355,INE613A01020,Rallis India Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,67.6180563888888883639083360321819782257080078125
RAMANEWS,500356,INE278B01020,Shree Rama Newsprint Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,38.09777694444444051669051987119019031524658203125
RAMCOCEM,500260,INE331A01037,The Ramco Cements Ltd.,Cement & Cement Products,18,Cement and Construction ,26,58.6761102777777665551184327341616153717041015625
RAMCOIND,532369,INE614A01028,Ramco Industries Ltd.,Construction Materials,27,Cement and Construction ,26,66.244445277777771252658567391335964202880859375
RAMCOSYS,532370,INE246B01019,Ramco Systems Ltd.,IT Consulting & Software,70,Software & Services,1,39.4891658333333310793022974394261837005615234375
RAMKY,533262,INE874I01013,Ramky Infrastructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,60.8277777777777686196714057587087154388427734375
RANASUG,507490,INE625B01014,Rana Sugars Ltd.,Sugar,112,Food Beverages & Tobacco,4,53.6522230555555523778821225278079509735107421875
RANEENGINE,532988,INE222J01013,Rane Engine Valve Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,74.081388888888881183447665534913539886474609375
RANEHOLDIN,505800,INE384A01010,Rane Holdings Ltd.,Holding Companies,55,Diversified,11,68.611945277777778073868830688297748565673828125
RATNAMANI,520111,INE703B01027,Ratnamani Metals & Tubes Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,52.4199991666666704759336425922811031341552734375
RAYMOND,500330,INE301A01014,Raymond Ltd.,Realty,103,Realty,18,61.0583341666666683522635139524936676025390625
RBL,532987,INE244J01017,Rane Brake Lining Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,70.273888888888876635974156670272350311279296875
RCF,524230,INE027A01015,Rashtriya Chemicals & Fertilizers Ltd.,Fertilizers,42,Fertilizers,27,42.2550008333333408927501295693218708038330078125
RCOM,532712,INE330H01018,Reliance Communications Ltd.,Telecom Services,118,Telecom Services,10,
RECLTD,532955,INE020B01018,REC Ltd.,Financial Institutions,45,Banking and Finance,21,61.0174991666666670653285109438002109527587890625
REDINGTON,532805,INE891D01026,Redington Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,54.4022230555555523778821225278079509735107421875
REFEX,532884,INE056I01025,Refex Industries Ltd.,Industrial Gases,61,General Industrials,24,44.6519444444444388864212669432163238525390625
REGENCERAM,515018,INE277C01012,Regency Ceramics Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
RELAXO,530517,INE131B01039,Relaxo Footwears Ltd.,Footwear,47,Retailing,6,51.27777777777777146184234879910945892333984375
RELIANCE,500325,INE002A01018,Reliance Industries Ltd.,Refineries/Petro-Products,104,Oil & Gas,12,51.8080555555555548608026583679020404815673828125
RELIGARE,532915,INE621H01010,Religare Enterprises Ltd.,Other Financial Services,87,Banking and Finance,21,56.8949991666666647915917565114796161651611328125
RELINFRA,500390,INE036A01016,Reliance Infrastructure Ltd.,Electric Utilities,39,Utilities,28,55.7538880555555493856445536948740482330322265625
REMSONSIND,530919,INE474C01023,Remsons Industries Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,64.45944527777777466326369903981685638427734375
RENUKA,532670,INE087H01022,Shree Renuka Sugars Ltd.,Sugar,112,Food Beverages & Tobacco,4,
REPCOHOME,535322,INE612J01015,Repco Home Finance Ltd.,Housing Finance ,60,Banking and Finance,21,65.067777777777763503763708285987377166748046875
REPRO,532687,INE461B01014,Repro India Ltd.,Publishing,102,Commercial Services & Supplies,25,56.873610277777771671026130206882953643798828125
RESPONIND,505509,INE688D01026,Responsive Industries Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,57.12694527777777153687566169537603855133056640625
SEMAC,505368,INE617A01013,Semac Consultants Ltd.,Industrial Machinery,62,General Industrials,24,19.393611111111109579496769583784043788909912109375
RICOAUTO,520008,INE209B01025,Rico Auto Industries Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,49.5038880555555493856445536948740482330322265625
RIIL,523445,INE046A01015,Reliance Industrial InfraStructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,34.81111194444444123519133427180349826812744140625
RGL,532923,INE722H01024,Renaissance Global Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,51.986944444444446844499907456338405609130859375
RKDL,533294,INE722J01012,Ravi Kumar Distilleries Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,
RKFORGE,532527,INE399G01023,Ramkrishna Forgings Ltd.,Other Industrial Products,90,General Industrials,24,53.35722305555555777800691430456936359405517578125
RML,532661,INE050H01012,Rane (Madras) Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,45.12777694444444165355889708735048770904541015625
ROHLTD,532699,INE283H01019,Royal Orchid Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,48.28888805555555308046677964739501476287841796875
ROLTA,500366,INE293A01013,Rolta India Ltd.,IT Consulting & Software,70,Software & Services,1,
ROSSELLIND,533168,INE847C01020,Rossell India Ltd.,Defence,33,General Industrials,24,42.114444444444444570763153024017810821533203125
RPGLIFE,532983,INE105J01010,RPG Life Sciences Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,61.746110277777773944762884639203548431396484375
RPOWER,532939,INE614G01033,Reliance Power Ltd.,Electric Utilities,39,Utilities,28,43.50166583333333392147324047982692718505859375
RPPINFRA,533284,INE324L01013,RPP Infra Projects Ltd.,Construction & Engineering,26,Cement and Construction ,26,74.304445277777773526395321823656558990478515625
RSSOFTWARE,517447,INE165B01029,RS Software (India) Ltd.,IT Software Products,72,Software & Services,1,67.021388888888878909710911102592945098876953125
RSWM,500350,INE611A01016,RSWM Ltd.,Textiles,119,Textiles Apparels & Accessories,8,31.342778611111111075615554000250995159149169921875
RSYSTEMS,532735,INE411H01032,R Systems International Ltd.,IT Consulting & Software,70,Software & Services,1,57.87999916666666422315756790339946746826171875
RUBYMILLS,503169,INE301D01026,Ruby Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,71.9072213888888853716707671992480754852294921875
RUCHINFRA,509020,INE413B01023,Ruchi Infrastructure Ltd.,Warehousing and Logistics,134,Commercial Services & Supplies,25,59.54805555555554974489496089518070220947265625
RUCHIRA,532785,INE803H01014,Ruchira Papers Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,52.6886119444444460668819374404847621917724609375
PATANJALI,500368,INE619A01035,Patanjali Foods Ltd.,Edible Oils,37,FMCG,7,60.0069452777777740948295104317367076873779296875
RUPA,533552,INE895B01021,Rupa & Company Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,77.973332499999997935447026975452899932861328125
RUSHIL,533470,INE573K01025,Rushil Decor Ltd.,Forest Products,48,Forest Materials,16,48.14527694444443994825633126311004161834716796875
SABTNL,530943,INE416A01044,Sri Adhikari Brothers Television Network Ltd.,Movies & Entertainment,79,Media,3,
SADBHAV,532710,INE226H01026,Sadbhav Engineering Ltd.,Construction & Engineering,26,Cement and Construction ,26,
SAGCEM,502090,INE229C01021,Sagar Cements Ltd.,Cement & Cement Products,18,Cement and Construction ,26,39.33194444444444570763153024017810821533203125
GULFPETRO,532543,INE586G01017,GP Petroleums Ltd.,Oil Marketing & Distribution,83,Oil & Gas,12,75.383888888888890278394683264195919036865234375
SAIL,500113,INE114A01011,Steel Authority of India (SAIL) Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,57.4397230555555466935402364470064640045166015625
SAKHTISUG,507315,INE623A01011,Sakthi Sugars Ltd.,Sugar,112,Food Beverages & Tobacco,4,55.5647230555555466935402364470064640045166015625
SAKSOFT,590051,INE667G01023,Saksoft Ltd.,IT Consulting & Software,70,Software & Services,1,48.4205555555555520186317153275012969970703125
SAKTHIFIN,511066,INE302E01014,Sakthi Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,56.211666666666673108920804224908351898193359375
SAKUMA,532713,INE190H01024,Sakuma Exports Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,51.646944444444443433894775807857513427734375
SALONA,590056,INE498E01010,Salona Cotspin Ltd.,Textiles,119,Textiles Apparels & Accessories,8,39.45916583333333704786127782426774501800537109375
SALORAINTL,500370,INE924A01013,Salora International Ltd.,Consumer Electronics,29,Consumer Durables,23,47.3194444444444428654605871997773647308349609375
SALSTEEL,532604,INE658G01014,SAL Steel Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,59.7711102777777654182500555180013179779052734375
SAMBANDAM,521240,INE304D01012,Sambandam Spinning Mills Ltd.,Textiles,119,Textiles Apparels & Accessories,8,45.0452769444444385271708597429096698760986328125
SAMBHAAV,511630,INE699B01027,Sambhaav Media Ltd.,Publishing,102,Commercial Services & Supplies,25,77.6383325000000041882231016643345355987548828125
SAMINDUS,532005,INE653D01012,Sam Industries Ltd.,Realty,103,Realty,18,
SANDESH,526725,INE583B01015,Sandesh Ltd.,Publishing,102,Commercial Services & Supplies,25,72.506110277777764849815866909921169281005859375
SANGAMIND,514234,INE495C01010,Sangam (India) Ltd.,Textiles,119,Textiles Apparels & Accessories,8,50.896388055555547680341987870633602142333984375
SANGHIIND,526521,INE999B01013,Sanghi Industries Ltd.,Cement & Cement Products,18,Cement and Construction ,26,29.925833333333333285963817615993320941925048828125
SANGHVIMOV,530073,INE989A01032,Sanghvi Movers Ltd.,Transport Related Services,121,Transportation,9,66.8780563888888792689613183028995990753173828125
SANOFI,500674,INE058A01010,Sanofi India Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,38.24027694444443881138795404694974422454833984375
SANWARIA,519260,INE890C01046,Sanwaria Consumer Ltd.,Packaged Foods,95,FMCG,7,
SARDAEN,504614,INE385C01021,Sarda Energy & Minerals Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,61.085834166666671762868645600974559783935546875
SAREGAMA,532163,INE979A01025,Saregama India Ltd.,Movies & Entertainment,79,Media,3,53.1658341666666700575660797767341136932373046875
SARLAPOLY,526885,INE453D01025,Sarla Performance Fibers Ltd.,Textiles,119,Textiles Apparels & Accessories,8,66.583334166666674036605400033295154571533203125
SARTHAKIND,531930,INE074H01012,Sarthak Industries Ltd.,Other Industrial Products,90,General Industrials,24,
SASKEN,532663,INE231F01020,Sasken Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,44.863611944444443224710994400084018707275390625
SAVERA,512634,INE104E01014,Savera Industries Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,45.23250083333334004009884665720164775848388671875
SAYAJIHOTL,523710,INE318C01014,Sayaji Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,50.0408341666666700575660797767341136932373046875
SBIN,500112,INE062A01020,State Bank of India,Banks,11,Banking and Finance,21,53.03222305555555493583597126416862010955810546875
SCHNEIDER,534139,INE839M01018,Schneider Electric Infrastructure Ltd.,Heavy Electrical Equipment,54,General Industrials,24,68.162499999999994315658113919198513031005859375
SCI,523598,INE109A01011,Shipping Corporation of India Ltd.,Shipping,107,Transportation,9,64.428610277777778492236393503844738006591796875
SDBL,507514,INE480C01038,Som Distilleries & Breweries Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,60.6594452777777775054346420802175998687744140625
SEAMECLTD,526807,INE497B01018,Seamec Ltd.,Shipping,107,Transportation,9,71.5338888888888817518818541429936885833740234375
PAISALO,532900,INE420C01059,Paisalo Digital Ltd.,Finance (including NBFCs),44,Banking and Finance,21,47.7955555555555520186317153275012969970703125
SELAN,530075,INE818A01017,Selan Exploration Technology Ltd.,Exploration & Production,41,Oil & Gas,12,62.739445277777775800132076255977153778076171875
SELMC,532886,INE105I01020,SEL Manufacturing Company Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
SAMPANN,534598,INE735M01018,Sampann Utpadan India Ltd.,Auto Tyres & Rubber Products,10,Automobiles & Auto Components,20,40.96194444444444116015802137553691864013671875
SESHAPAPER,502450,INE630A01024,Seshasayee Paper & Boards Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,56.22472305555555749378982000052928924560546875
SEJALLTD,532993,INE955I01044,Sejal Glass Ltd.,Construction Materials,27,Cement and Construction ,26,45.828055555555550881763338111340999603271484375
SGL,532730,INE353H01010,STL Global Ltd.,Textiles,119,Textiles Apparels & Accessories,8,34.7205547222222179470918490551412105560302734375
SHAHALLOYS,513436,INE640C01011,Shah Alloys Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,31.86222222222222200116448220796883106231689453125
SHAKTIPUMP,531431,INE908D01010,Shakti Pumps (India) Ltd.,Industrial Machinery,62,General Industrials,24,62.5716666666666725404866156168282032012939453125
SHALPAINTS,509874,INE849C01026,Shalimar Paints Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,30.907500833333333645214224816299974918365478515625
SHANTIGEAR,522034,INE631A01022,Shanthi Gears Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,49.55166666666666941409857827238738536834716796875
SHARDACROP,538666,INE221J01015,Sharda Cropchem Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,60.904999166666669907499453984200954437255859375
SHEMAROO,538685,INE363M01019,Shemaroo Entertainment Ltd.,Movies & Entertainment,79,Media,3,40.0491658333333333530390518717467784881591796875
SHILPAMED,530549,INE790G01031,Shilpa Medicare Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,61.628610277777767123552621342241764068603515625
SHIVAMAUTO,532776,INE637H01024,Shivam Autotech Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,42.13361194444444635109903174452483654022216796875
SHIVATEX,511108,INE705C01020,Shiva Texyarn Ltd.,Textiles,119,Textiles Apparels & Accessories,8,41.24000083333334032431594096124172210693359375
SHOPERSTOP,532638,INE498B01024,Shoppers Stop Ltd.,Department Stores,34,Retailing,6,39.8902769444444373903024825267493724822998046875
SHREECEM,500387,INE070A01015,Shree Cements Ltd.,Cement & Cement Products,18,Cement and Construction ,26,58.58944527777777011579019017517566680908203125
SHREERAMA,532310,INE879A01019,Shree Rama Multi-Tech Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,64.5302777777777691881055943667888641357421875
SHREYANIND,516016,INE231C01019,Shreyans Industries Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,65.5133341666666666469609481282532215118408203125
SHREYAS,520151,INE757B01015,Shreyas Shipping & Logistics Ltd.,Shipping,107,Transportation,9,46.1561119444444472037503146566450595855712890625
SEPC,532945,INE964H01014,SEPC Ltd.,Construction & Engineering,26,Cement and Construction ,26,47.143888055555549954078742302954196929931640625
SHYAMTEL,517411,INE635A01023,Shyam Telecom Ltd.,Distributors,35,Commercial Services & Supplies,25,
SICAGEN,533014,INE176J01011,Sicagen India Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,57.3072230555555535147504997439682483673095703125
SICALLOG,520086,INE075B01020,Sical Logistics Ltd.,Transportation - Logistics,120,Transportation,9,34.2711119444444420878426171839237213134765625
SIEMENS,500550,INE003A01024,Siemens Ltd.,Heavy Electrical Equipment,54,General Industrials,24,60.32805638888888921655961894430220127105712890625
SIGIND,512131,INE529F01035,Signet Industries Ltd.,Plastic Products,101,General Industrials,24,68.519721388888882529499824158847332000732421875
SIL,530017,INE173A01025,Standard Industries Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
SILINV,521194,INE923A01015,SIL Investments Ltd.,Other Financial Services,87,Banking and Finance,21,61.5108341666666689206977025605738162994384765625
