NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
KORE,,INE0J6801010,Jay Jalaram Technologies Ltd.,Specialty Retail,110,Retailing,6,
AMEYA,,INE0KT901015,Ameya Precision Engineers Ltd.,Other Industrial Products,90,General Industrials,24,
12541709,543594,INE0MC401013,Dipna Pharmachem Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
13521141,543595,INE0D2I01014,EP Biocomposites Ltd.,Utilities:Non-Electrical,123,Utilities,28,
HIGHWAYS,,INE0KXY23015,Highways Infrastructure Trust,REITs-InvITs,128,Utilities,28,
13090140,543597,INE0I0T01010,Virtuoso Optoelectronics Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,
MEGAFLEX,,INE0G1D01014,Mega Flex Plastics Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
TMB,543596,INE668A01016,Tamilnad Mercantile Bank Ltd.,Banks,11,Banking and Finance,21,41.99750083333334060853303526528179645538330078125
VIVIANA,,INE0MEG01014,Viviana Power Tech Ltd.,Electric Utilities,39,Utilities,28,
SABAR,,INE0DZ101013,Sabar Flex India Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
ISHAN,,INE0LCW01025,Ishan International Ltd.,Industrial Machinery,62,General Industrials,24,
DBOL,543593,INE0I3401014,Dhampur Bio Organics Ltd.,Sugar,112,Food Beverages & Tobacco,4,40.4647222222222211485131992958486080169677734375
TAPIFRUIT,,INE0M7001010,Tapi Fruit Processing Ltd.,Packaged Foods,95,FMCG,7,
ANNAPURNA,,INE0MGM01017,Annapurna Swadisht Ltd.,Packaged Foods,95,FMCG,7,
HARSHA,543600,INE0JUS01029,Harsha Engineers International Ltd.,Iron & Steel Products,69,Metals & Mining,13,55.81749916666667132858492550440132617950439453125
CLOUD,,INE0JOO01021,Varanium Cloud Ltd.,Internet Software & Services,66,Software & Services,1,65.4494452777777695473560015670955181121826171875
MAKS,,INE0CDK01019,Maks Energy Solutions India Ltd.,Other Industrial Products,90,General Industrials,24,
KANDARP,,INE0MOT01016,Kandarp Digi Smart BPO Ltd.,BPO/KPO,13,Software & Services,1,
13192986,543606,INE0M8901010,Containe Technologies Ltd.,Electronic Components,40,Commercial Services & Supplies,25,
10780028,543613,INE0KQQ01011,Mafia Trends Ltd.,Specialty Retail,110,Retailing,6,
QMSMEDI,,INE0FMW01018,QMS Medical Allied Services Ltd.,Medical Equipment,76,Healthcare Equipment & Supplies,29,54.909999166666665360025945119559764862060546875
CMRSL,,INE075Z01011,Cyber Media Research & Services Ltd.,Advertising & Media,3,Media,3,
17155224,543620,INE0LGX01016,Insolation Energy Ltd,Electric Utilities,39,Utilities,28,
17041152,543624,INE0KY201021,Maagh Advertising And Marketing Services Ltd.,Advertising & Media,3,Media,3,
13510367,543619,INE0N0J01014,Concord Control Systems Ltd.,Electronic Components,40,Commercial Services & Supplies,25,
12541720,543616,INE0MKA01014,Trident Lifeline Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,37.57083333333333285963817615993320941925048828125
15110483,543617,INE0MKO01015,Reetech International Cargo and Courier Ltd.,Coal,20,Metals & Mining,13,
15140160,543622,INE0MSK01016,Steelman Telecom Ltd.,Telecom Services,118,Telecom Services,10,
17160391,543618,INE0M4L01013,Cargotrans Maritime Ltd.,Transportation - Logistics,120,Transportation,9,
SRSL,543615,INE0MNV01014,Silicon Rental Solutions Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
SWASTIK,,INE0DGC01025,Swastik Pipe Ltd.,Iron & Steel Products,69,Metals & Mining,13,
LLOYDS,,INE0DTQ01028,Lloyds Luxuries Ltd.,Special Consumer Services,108,Diversified Consumer Services,15,
17160392,543621,INE0KZM01011,Cargosol Logistics Ltd.,Transportation - Logistics,120,Transportation,9,
11040285,543769,INE0KN201016,Indong Tea Company Ltd.,Tea & Coffee,114,Food Beverages & Tobacco,4,
EMIL,543626,INE02YR01019,Electronics Mart India Ltd.,Specialty Retail,110,Retailing,6,63.2861102777777659866842441260814666748046875
16691776,543623,INE0NC801013,Vedant Asset Ltd.,Other Financial Services,87,Banking and Finance,21,
17170021,543637,INE0N1L01018,Pace E-Commerce Ventures Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
TIPSFILMS,543614,INE0LQS01015,Tips Films Ltd.,Movies & Entertainment,79,Media,3,55.00194527777777153687566169537603855133056640625
PHANTOMFX,,INE0MLZ01019,Phantom Digital Effects Ltd.,Movies & Entertainment,79,Media,3,39.66666583333333306882195756770670413970947265625
12270248,543656,INE0MXP01015,Technopack Polymers Ltd.,Plastic Products,101,General Industrials,24,
PPLPHARMA,543635,INE0DK501011,Piramal Pharma Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,60.8486102777777659866842441260814666748046875
VITAL,,INE0L4K01016,Vital Chemtech Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
DCXINDIA,543650,INE0KL801015,DCX Systems Ltd.,Defence,33,General Industrials,24,35.16500083333333037671764031983911991119384765625
RITEZONE,,INE0MRA01019,Rite Zone Chemcon India Ltd.,Construction Materials,27,Cement and Construction ,26,
IPSL,,INE02EE01019,Integrated Personnel Services Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
17041159,543651,INE975Z01012,DAPS Advertising Ltd.,Advertising & Media,3,Media,3,
MEDANTA,543654,INE474Q01031,Global Health Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,54.39694527777777466326369903981685638427734375
BIKAJI,543653,INE00E101023,Bikaji Foods International Ltd.,Packaged Foods,95,FMCG,7,52.4783341666666700575660797767341136932373046875
FIVESTAR,543663,INE128S01021,Five-Star Business Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,51.0588880555555562068548169918358325958251953125
AMIABLE,,INE0MTP01013,Amiable Logistic (India) Ltd.,Transportation - Logistics,120,Transportation,9,
ACI,543657,INE128X01021,Archean Chemical Industries Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,43.2869444444444440023289644159376621246337890625
KAYNES,543664,INE918Z01012,Kaynes Technology India Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,46.0694444444444428654605871997773647308349609375
INOXGREEN,543667,INE510W01014,Inox Green Energy Services Ltd.,Electric Utilities,39,Utilities,28,50.008055555555557702973601408302783966064453125
RUSTOMJEE,543669,INE263M01029,Keystone Realtors Ltd.,Realty,103,Realty,18,49.08416666666666827723020105622708797454833984375
ANZEN,543655,INE0MIZ23019,Anzen India Energy Yield Plus Trust,REITs-InvITs,128,Utilities,28,14.013889722222220513003776432015001773834228515625
11290627,543678,INE0N6V01016,Ambo Agritec Ltd.,Edible Oils,37,FMCG,7,
DHARMAJ,543687,INE00OQ01016,Dharmaj Crop Guard Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,49.646944444444443433894775807857513427734375
PRITIKA,,INE0MJQ01012,Pritika Engineering Components Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,36.48222222222221944321063347160816192626953125
BAHETI,,INE029Q01017,Baheti Recycling Industries Ltd.,Aluminium and Aluminium Products,7,Metals & Mining,13,
UNIPARTS,543689,INE244O01017,Uniparts India Ltd.,Heavy Electrical Equipment,54,General Industrials,24,45.5369444444444440023289644159376621246337890625
ARHAM,,INE0L2Y01011,Arham Technologies Ltd.,Consumer Electronics,29,Consumer Durables,23,
SULA,543711,INE142Q01026,Sula Vineyards Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,47.336666666666673108920804224908351898193359375
ALLETEC,,INE0M2X01012,All e Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,58.3533341666666700575660797767341136932373046875
13193012,543713,INE0MQD01015,Droneacharya Aerial Innovations Ltd.,Aerospace,4,Transportation,9,
15070575,543709,INE0NT601018,PNGS Gargi Fashion Jewellery Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,51.758055555555557702973601408302783966064453125
LANDMARK,543714,INE559R01029,Landmark Cars Ltd.,Specialty Retail,110,Retailing,6,34.5605547222222213576969807036221027374267578125
AHL,543712,INE00ZE01026,Abans Holdings Ltd.,Finance (including NBFCs),44,Banking and Finance,21,47.88027694444443937982214265502989292144775390625
DOLLEX,,INE0JHH01011,Dollex Agrotech Ltd.,Sugar,112,Food Beverages & Tobacco,4,
UMA,,INE067901012,Uma Converter Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
ARIHANTACA,,INE0NCC01015,Arihant Academy Ltd.,Education,38,Diversified Consumer Services,15,
KFINTECH,543720,INE138Y01010,KFIN Technologies Ltd.,Other Financial Services,87,Banking and Finance,21,59.96027777777777600931585766375064849853515625
RADIANTCMS,543732,INE855R01021,Radiant Cash Management Services Ltd.,Other Financial Services,87,Banking and Finance,21,49.97888805555555080673002521507441997528076171875
ELIN,543725,INE050401020,Elin Electronics Ltd.,Household Appliances,57,Consumer Durables,23,56.127499166666666496894322335720062255859375
RBMINFRA,,INE0NA301016,RBM Infracon Ltd.,Construction & Engineering,26,Cement and Construction ,26,40.372500833333333503105677664279937744140625
HOMESFY,,INE0N7F01017,Homesfy Realty Ltd.,Realty,103,Realty,18,
MOXSH,,INE0N6D01014,Moxsh Overseas Educon Ltd.,Education,38,Diversified Consumer Services,15,
ANLON,,INE0LR101013,Anlon Technology Solutions Ltd.,Industrial Machinery,62,General Industrials,24,
SAH,543743,INE035801013,Sah Polymers Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,41.301111944444443224710994400084018707275390625
IEL,543715,INE059901020,Indiabulls Enterprises Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,41.5483333333333320069868932478129863739013671875
11625650,543745,INE0MID01012,SVS Ventures Ltd.,Realty,103,Realty,18,
13521152,543744,INE0MFT01014,Rex Sealing & Packing Industries Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
CMNL,,INE06PV01010,Chaman Metallics Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,
17154857,543746,INE0BSU01018,Logica Infoway Ltd.,Specialty Retail,110,Retailing,6,
DUCOL,,INE0LZO01015,Ducol Organics & Colours Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
543737,543737,INE09BN01011,Aveer Foods Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,56.53888888888888430983570287935435771942138671875
ARISTO,,INE082101010,Aristo Bio-Tech and Lifescience Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,
14095540,543753,INE0M9Q01011,Dharni Capital Services Ltd.,Other Financial Services,87,Banking and Finance,21,
17160398,543754,INE0MPU01011,Transvoy Logistics India Ltd.,Transportation - Logistics,120,Transportation,9,
KAMOPAINTS,543747,INE0BTI01037,Kamdhenu Ventures Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,46.8397230555555523778821225278079509735107421875
15580192,543765,INE0O4V01010,Earthstahl & Alloys Ltd.,Iron & Steel Products,69,Metals & Mining,13,
GRCL,,INE0LVM01018,Gayatri Rubbers and Chemicals Ltd.,Auto Tyres & Rubber Products,10,Automobiles & Auto Components,20,
AARTIPHARM,543748,INE0LRU01027,Aarti Pharmalabs Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,59.6341666666666725404866156168282032012939453125
SHERA,,INE0MM001019,Shera Energy Ltd.,Iron & Steel Products,69,Metals & Mining,13,75.2272213888888785504605039022862911224365234375
AGARWALFT,,INE0MLA01012,Agarwal Float Glass India Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
LRRPL,,INE0H4B01011,Lead Reclaim and Rubber Products Ltd.,Auto Tyres & Rubber Products,10,Automobiles & Auto Components,20,
VIAZ,,INE0MO401019,Viaz Tyres Ltd.,Auto Tyres & Rubber Products,10,Automobiles & Auto Components,20,
17170026,543787,INE0OLH01013,Macfos Ltd.,Internet Software & Services,66,Software & Services,1,37.75333333333333740711168502457439899444580078125
15620062,543782,INE0O4601016,Sealmatic India Ltd.,Industrial Machinery,62,General Industrials,24,
12541731,543798,INE0NPA01011,Patron Exim Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
NSLNISP,543768,INE0NNS01018,NMDC Steel Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,21.239443611111109788680550991557538509368896484375
14620246,543799,INE0JZS01010,SVJ Enterprises Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,
16691794,543806,INE0O6A01019,ITCONS E-Solutions Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
SRIVASAVI,,INE0NPI01014,Srivasavi Adhesive Tapes Ltd.,Other Industrial Products,90,General Industrials,24,
15070576,543804,INE0G1V01016,Amanaya Ventures Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
17156929,543805,INE0NYN01016,ResGen Ltd.,Other Industrial Products,90,General Industrials,24,
DIVGIITTS,543812,INE753U01022,Divgi Torqtransfer Systems Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,46.62472305555555607270434848032891750335693359375
MCON,,INE0O4M01019,MCON Rasayan India Ltd.,Construction Materials,27,Cement and Construction ,26,
VERTEXPLUS,,INE0NLB01018,Vertexplus Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,
SYSTANGO,,INE0O7R01011,Systango Technologies Ltd,IT Consulting & Software,70,Software & Services,1,
GSLSU,543829,INE0JSX01015,Global Surfaces Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,34.13083333333332802794757299125194549560546875
11290631,543814,INE0OKG01017,Prospect Commodities Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
QFIL,,INE0O1M01015,Quality Foils (India) Ltd.,Iron & Steel Products,69,Metals & Mining,13,
13030073,543830,INE0NLJ01011,Labelkraft Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,
17040844,543831,INE0OMI01019,Bright Outdoor Media Ltd.,Advertising & Media,3,Media,3,
VELS,,INE0I3H01019,VELS Film International Ltd.,Movies & Entertainment,79,Media,3,
NIRMAN,,INE0OK701014,Nirman Agri Genetics Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,58.526666666666670835184049792587757110595703125
USK,543861,INE0N0Y01013,Udayshivakumar Infra Ltd.,Roads & Highways,106,Cement and Construction ,26,57.324723055555551809447933919727802276611328125
12290015,543843,INE0LKQ01012,Command Polymers Ltd.,Plastic Products,101,General Industrials,24,
15070577,543848,INE0NIJ01017,Dev Labtech Venture Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,
13510244,543874,INE0O1T01010,Maiden Forgings Ltd.,Iron & Steel Products,69,Metals & Mining,13,
SOTAC,,INE0O2D01012,Sotac Pharmaceuticals Ltd,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,49.98555555555554974489496089518070220947265625
INFINIUM,,INE0MRE01011,Infinium Pharmachem Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
MOS,,INE0N7S01010,MOS Utility Ltd.,IT Software Products,72,Software & Services,1,
AVALON,543896,INE0LCL01028,Avalon Technologies Ltd.,Heavy Electrical Equipment,54,General Industrials,24,43.1044444444444394548554555512964725494384765625
17041163,543895,INE0O8901016,Exhicon Events Media Solutions Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
13193017,543897,INE0P7001013,Sancode Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,
543859,543859,INE0CDI23017,Digital Fibre Infrastructure Trust,REITs-InvITs,128,Utilities,28,
PATTECH,,INE0NZW01014,Pattech Fitwell Tube Components Ltd.,Industrial Machinery,62,General Industrials,24,
7191,543860,INE825B01010,J A Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
AGUL,,INE0O6N01012,A G Universal Ltd.,Iron & Steel Products,69,Metals & Mining,13,
11580088,543902,INE0NTC01019,Retina Paints Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
QUICKTOUCH,,INE0K4D01020,Quicktouch Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,
MANKIND,543904,INE634S01028,Mankind Pharma Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,66.4313888888888897099604946561157703399658203125
BLAL,543898,INE0N7W01012,BEML Land Assets Ltd.,Realty,103,Realty,18,
RHL,543901,INE508K01013,Robust Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,53.885555555555555429236846975982189178466796875
17041167,543905,INE0LDI01022,Innokaiz India Ltd.,Advertising & Media,3,Media,3,
AUROIMPEX,,INE0NUL01018,Auro Impex & Chemicals Ltd.,Other Industrial Products,90,General Industrials,24,
NXST,543913,INE0NDH25011,Nexus Select Trust REIT,REITs-InvITs,128,Utilities,28,53.722223055555559767526574432849884033203125
DENEERS,,INE0JWV01011,De Neers Tools Ltd.,Iron & Steel Products,69,Metals & Mining,13,
REMUS,,INE0O5T01011,Remus Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
KRISHCA,,INE0NR701018,Krishca Strapping Solutions Ltd,Industrial Machinery,62,General Industrials,24,
CRAYONS,,INE0OFK01019,Crayons Advertising Ltd.,Advertising & Media,3,Media,3,
13160045,543916,INE0GYI01028,Hemant Surgical Industries Ltd.,Medical Equipment,76,Healthcare Equipment & Supplies,29,
PROV,,INE0ONE01016,Proventus Agrocom Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
INFOLLION,,INE0NNZ01013,Infollion Research Services Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
DENTALKART,,INE0N5801013,Vasa Denticity Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,43.7236119444444426562768057920038700103759765625
13210018,543921,INE0NXA01015,Comrade Appliances Ltd.,Consumer Electronics,29,Consumer Durables,23,
16680072,543920,INE0NJ001013,CFF Fluid Control Ltd.,Defence,33,General Industrials,24,
SAHANA,,INE0LEX01011,Sahana System Ltd.,IT Consulting & Software,70,Software & Services,1,
KDL,,INE0O4R01018,Kore Digital Ltd.,Telecom Equipment,117,Telecommunications Equipment,22,42.68111194444444578266484313644468784332275390625
IKIO,543923,INE0LOJ01019,IKIO Lighting Ltd.,Consumer Electronics,29,Consumer Durables,23,41.48111194444444294049390009604394435882568359375
